srr_accession	srx_accession	srs_accession	srp_accession	bioproject	organism	strain	platform	instrument	total_bases	total_spots	library_strategy	library_source	library_layout	title
DRR582010	DRX562563	DRS640953	DRP016847	PRJDB17425	Pantoea sp. X-Soil-YNGN-785	X-Soil-YNGN-785	PACBIO_SMRT	Sequel II	718387894	86903	WGS	GENOMIC	SINGLE	Soil-X11-785
DRR582008	DRX562561	DRS640951	DRP016847	PRJDB17425	Pantoea sp. X-Soil-MYKO-1289	X-Soil-MYKO-1289	PACBIO_SMRT	Sequel II	363144359	42905	WGS	GENOMIC	SINGLE	Soil-X13-1289
DRR581941	DRX562494	DRS640930	DRP016847	PRJDB17425	Type-C symbiont of Plautia stali	C-Plst-YNGN-137	PACBIO_SMRT	Sequel II	784671543	94916	WGS	GENOMIC	SINGLE	Plst-SymC-137
DRR581769	DRX562322	DRS640921	DRP016847	PRJDB17425	Pantoea dispersa	1611	PACBIO_SMRT	Sequel	329661431	40897	WGS	GENOMIC	SINGLE	Sequel sequencing of SAMD00798155
DRR581768	DRX562321	DRS640921	DRP016847	PRJDB17425	Pantoea dispersa	1611	PACBIO_SMRT	Sequel	476791652	57928	WGS	GENOMIC	SINGLE	Sequel sequencing of SAMD00798155
DRR582012	DRX562565	DRS640955	DRP016847	PRJDB17425	Pantoea sp. X-Soil-TKNS-1279	X-Soil-TKNS-1279	PACBIO_SMRT	Sequel II	593800644	67391	WGS	GENOMIC	SINGLE	Soil-X15-1279
DRR581940	DRX562493	DRS640931	DRP016847	PRJDB17425	Type-C symbiont of Plautia stali	C-Plst-MYKO-95	PACBIO_SMRT	Sequel II	1031360247	124854	WGS	GENOMIC	SINGLE	Plst-SymC-95
DRR581947	DRX562500	DRS640939	DRP016847	PRJDB17425	gamma proteobacterium symbiont of Lampromicra miyakona	C-Lami-ISGK-165	PACBIO_SMRT	Sequel II	761974942	89088	WGS	GENOMIC	SINGLE	Lami-C-ISGK-165_pb
DRR581771	DRX562324	DRS640926	DRP016847	PRJDB17425	Type-A symbiont of Plautia stali	A-Plst-SymA	PACBIO_SMRT	Sequel IIe	1247357517	129767	WGS	GENOMIC	SINGLE	Sequel IIe sequencing of SAMD00799308
DRR581997	DRX562550	DRS640941	DRP016847	PRJDB17425	gamma proteobacterium symbiont of Scutellera amethystina	C-Scam-OKNW-431	PACBIO_SMRT	Sequel II	963186201	115661	WGS	GENOMIC	SINGLE	Scam-C-OKNW-431_pb
DRR581946	DRX562499	DRS640932	DRP016847	PRJDB17425	gamma proteobacterium symbiont of Axiagastus rosmarus	C-Axro-ISGK-161	PACBIO_SMRT	Sequel II	688267115	77773	WGS	GENOMIC	SINGLE	Axro-C-ISGK-161
DRR581944	DRX562497	DRS640938	DRP016847	PRJDB17425	gamma proteobacterium symbiont of Axiagastus rosmarus	C-Axro-IROM-45	PACBIO_SMRT	Sequel II	1973239211	230686	WGS	GENOMIC	SINGLE	Axro-C-IROM-45
DRR582002	DRX562555	DRS640946	DRP016847	PRJDB17425	Pantoea sp. X-Soil-ISGK-421	X-Soil-ISGK-421	PACBIO_SMRT	Sequel II	614931950	70085	WGS	GENOMIC	SINGLE	Soil-X2b-421
DRR582013	DRX562566	DRS640957	DRP016847	PRJDB17425	Pantoea sp. X-Soil-TKNS-1211	X-Soil-TKNS-1211	PACBIO_SMRT	Sequel II	501150402	54353	WGS	GENOMIC	SINGLE	Soil-X16-1211
DRR582015	DRX562568	DRS640958	DRP016847	PRJDB17425	Pantoea sp. X-Soil-TKNS-1280	X-Soil-TKNS-1280	PACBIO_SMRT	Sequel II	623798000	67071	WGS	GENOMIC	SINGLE	Soil-X21-1280
DRR581933	DRX562486	DRS640918	DRP016847	PRJDB17425	Type-C symbiont of Plautia stali	C-Plst-SymC	PACBIO_SMRT	Sequel IIe	248103122	26203	WGS	GENOMIC	SINGLE	Sequel IIe sequencing of SAMD00799310
DRR581943	DRX562496	DRS640937	DRP016847	PRJDB17425	Type-C symbiont of Plautia stali	C-Plst-MDIT-245	PACBIO_SMRT	Sequel II	691498617	81750	WGS	GENOMIC	SINGLE	Plst-SymC-245
DRR582011	DRX562564	DRS640954	DRP016847	PRJDB17425	Pantoea sp. X-Soil-YNGN-775	X-Soil-YNGN-775	PACBIO_SMRT	Sequel II	652409881	77559	WGS	GENOMIC	SINGLE	Soil-X12-775
DRR581937	DRX562490	DRS640927	DRP016847	PRJDB17425	Type-C symbiont of Plautia stali	C-Plst-OKNW-51	PACBIO_SMRT	Sequel II	895387210	103706	WGS	GENOMIC	SINGLE	Plst-SymC-51
DRR581935	DRX562488	DRS640920	DRP016847	PRJDB17425	Type-E symbiont of Plautia stali	E-Plst-SymE	PACBIO_SMRT	Sequel IIe	246950380	29423	WGS	GENOMIC	SINGLE	Sequel IIe sequencing of SAMD00799312
DRR582006	DRX562559	DRS640949	DRP016847	PRJDB17425	Pantoea sp. X-Soil-OKNW-713	X-Soil-OKNW-713	PACBIO_SMRT	Sequel II	522602529	55617	WGS	GENOMIC	SINGLE	Soil-X18-713
DRR582003	DRX562556	DRS640944	DRP016847	PRJDB17425	Pantoea sp. X-Soil-ISGK-313	X-Soil-ISGK-313	PACBIO_SMRT	Sequel II	614300687	74074	WGS	GENOMIC	SINGLE	Soil-X3-313
DRR582000	DRX562553	DRS640943	DRP016847	PRJDB17425	Pantoea sp. X-Soil-ISGK-355	X-Soil-ISGK-355	PACBIO_SMRT	Sequel II	619674514	71935	WGS	GENOMIC	SINGLE	Soil-X1b-355
DRR581936	DRX562489	DRS640924	DRP016847	PRJDB17425	Type-F symbiont of Plautia stali	F-Plst-SymF	PACBIO_SMRT	Sequel IIe	262879949	28790	WGS	GENOMIC	SINGLE	Sequel IIe sequencing of SAMD00799313
DRR582005	DRX562558	DRS640948	DRP016847	PRJDB17425	Pantoea sp. X-Soil-OKNW-556	X-Soil-OKNW-556	PACBIO_SMRT	Sequel II	698051861	80889	WGS	GENOMIC	SINGLE	Soil-X17-556
DRR582004	DRX562557	DRS640947	DRP016847	PRJDB17425	Pantoea sp. X-Soil-ISGK-259	X-Soil-ISGK-259	PACBIO_SMRT	Sequel II	403596163	45427	WGS	GENOMIC	SINGLE	Soil-X5-259
DRR582014	DRX562567	DRS640956	DRP016847	PRJDB17425	Pantoea sp. X-Soil-TKNS-1207	X-Soil-TKNS-1207	PACBIO_SMRT	Sequel II	510201564	57691	WGS	GENOMIC	SINGLE	Soil-X19-1207
DRR581999	DRX562552	DRS640942	DRP016847	PRJDB17425	Pantoea sp. X-Soil-ISGK-285	X-Soil-ISGK-285	PACBIO_SMRT	Sequel II	747327215	84530	WGS	GENOMIC	SINGLE	Soil-X1a-285
DRR581945	DRX562498	DRS640929	DRP016847	PRJDB17425	gamma proteobacterium symbiont of Axiagastus rosmarus	C-Axro-OKNW-81	PACBIO_SMRT	Sequel II	765319239	97182	WGS	GENOMIC	SINGLE	Axro-C-OKNW-81
DRR581932	DRX562485	DRS640917	DRP016847	PRJDB17425	Type-B symbiont of Plautia stali	B-Plst-SymB	PACBIO_SMRT	Sequel IIe	1246605473	119009	WGS	GENOMIC	SINGLE	Sequel IIe sequencing of SAMD00799309
DRR582001	DRX562554	DRS640945	DRP016847	PRJDB17425	Pantoea sp. X-Soil-ISGK-275	X-Soil-ISGK-275	PACBIO_SMRT	Sequel II	893413942	118268	WGS	GENOMIC	SINGLE	Soil-X2a-275
DRR581934	DRX562487	DRS640919	DRP016847	PRJDB17425	Type-D symbiont of Plautia stali	D-Plst-SymD	PACBIO_SMRT	Sequel IIe	247660770	22966	WGS	GENOMIC	SINGLE	Sequel IIe sequencing of SAMD00799311
DRR581939	DRX562492	DRS640925	DRP016847	PRJDB17425	Type-C symbiont of Plautia stali	C-Plst-KMJM-65	PACBIO_SMRT	Sequel II	671753059	82360	WGS	GENOMIC	SINGLE	Plst-SymC-65
DRR581938	DRX562491	DRS640928	DRP016847	PRJDB17425	Type-C symbiont of Plautia stali	C-Plst-TKNS-57	PACBIO_SMRT	Sequel II	491908813	56661	WGS	GENOMIC	SINGLE	Plst-SymC-57
SRR36601918	SRX31614532	SRS27590613	SRP658022	PRJNA1393641	Priestia megaterium	HIT36	PACBIO_SMRT	Sequel	235598989	162516	WGS	GENOMIC	SINGLE	WGS of Bacillus HIT36
SRR36495690	SRX31517117	SRS27496501	SRP656221	PRJNA1385281	Pseudomonas sp. ST4	ST4	PACBIO_SMRT	PacBio RS II	823288135	128682	WGS	GENOMIC	SINGLE	PacBio sequencing of Pseudomonas shiyinensis sp. nov. ST4
SRR36475937	SRX31497899	SRS27478268	SRP655800	PRJNA555636	Mycobacterium tuberculosis	SEA17020034	PACBIO_SMRT	PacBio RS II	755859124	128471	WGS	GENOMIC	SINGLE	DNA-Seq of Mycobacterium tuberculosis from sputum
SRR36475938	SRX31497898	SRS27478267	SRP655800	PRJNA555636	Mycobacterium tuberculosis	SEA13020387	PACBIO_SMRT	PacBio RS II	783341170	129007	WGS	GENOMIC	SINGLE	DNA-Seq of Mycobacterium tuberculosis from sputum
SRR36475939	SRX31497897	SRS27478266	SRP655800	PRJNA555636	Mycobacterium tuberculosis	SEA13020360	PACBIO_SMRT	PacBio RS II	922127497	155440	WGS	GENOMIC	SINGLE	DNA-Seq of Mycobacterium tuberculosis from sputum
SRR36475940	SRX31497896	SRS27478265	SRP655800	PRJNA555636	Mycobacterium tuberculosis	SEA11020075	PACBIO_SMRT	PacBio RS II	619262156	126103	WGS	GENOMIC	SINGLE	DNA-Seq of Mycobacterium tuberculosis from sputum
SRR36475941	SRX31497895	SRS27478264	SRP655800	PRJNA555636	Mycobacterium tuberculosis	SEA11020062	PACBIO_SMRT	PacBio RS II	723930881	125609	WGS	GENOMIC	SINGLE	DNA-Seq of Mycobacterium tuberculosis from sputum
SRR36475942	SRX31497894	SRS27478263	SRP655800	PRJNA555636	Mycobacterium tuberculosis	SEA11020052	PACBIO_SMRT	PacBio RS II	843434942	149558	WGS	GENOMIC	SINGLE	DNA-Seq of Mycobacterium tuberculosis from sputum
SRR36475943	SRX31497893	SRS27478262	SRP655800	PRJNA555636	Mycobacterium tuberculosis	SEA10007	PACBIO_SMRT	PacBio RS II	699288436	136735	WGS	GENOMIC	SINGLE	DNA-Seq of Mycobacterium tuberculosis from sputum
SRR36475944	SRX31497892	SRS27478261	SRP655800	PRJNA555636	Mycobacterium tuberculosis	SEA09020105	PACBIO_SMRT	PacBio RS II	690041306	123506	WGS	GENOMIC	SINGLE	DNA-Seq of Mycobacterium tuberculosis from sputum
SRR36452874	SRX31477102	SRS27458876	SRP655253	PRJNA1381570	Bradyrhizobium guangzhouense	not applicable	PACBIO_SMRT	PacBio RS II	1813246107	266292	WGS	GENOMIC	SINGLE	PLNZW-23-4-subread
SRR36452876	SRX31477100	SRS27458873	SRP655253	PRJNA1381570	Bradyrhizobium guangzhouense	not applicable	PACBIO_SMRT	PacBio RS II	2256467891	363719	WGS	GENOMIC	SINGLE	PLNZW-23-2-subread
SRR36447587	SRX31472416	SRS27398810	SRP653872	PRJNA1372835	Bacillus rugosus	BPH-S36	PACBIO_SMRT	PacBio RS	3426873020	244283	WGS	GENOMIC	SINGLE	Genome sequence of BPH-S36
ERR16016601	ERX15411508	ERS28333162	ERP186531	PRJEB105328	Priestia megaterium		PACBIO_SMRT	Sequel	229122640	19350	WGS	GENOMIC	SINGLE	Sequel sequencing
DRR893454	DRX871292	DRS622784	DRP016560	PRJDB37644	Mycolicibacterium smegmatis	NBRC3207	PACBIO_SMRT	Revio	249312518	25661	WGS	GENOMIC	SINGLE	Revio sequencing of SAMD01703243
SRR36434893	SRX31459755	SRS27433782	SRP654790	PRJNA1380364	Streptococcus periodonticum	CRC221	PACBIO_SMRT	PacBio RS II	1663968927	866543	WGS	GENOMIC	SINGLE	Long-read sequencing
SRR36399344	SRX31426991	SRS27416003	SRP654172	PRJNA1377667	Paenibacillus sp. ALE3	ALE3	PACBIO_SMRT	Revio	18049332475	2400605	WGS	GENOMIC	SINGLE	DNA-Seq of Paenibacillus sp. strain ALE3
SRR36399345	SRX31426990	SRS27416002	SRP654172	PRJNA1377667	Paenibacillus sp. ALE2	ALE2	PACBIO_SMRT	Revio	17495737085	2045760	WGS	GENOMIC	SINGLE	DNA-Seq of Paenibacillus sp. strain ALE2
SRR36399346	SRX31426989	SRS27416001	SRP654172	PRJNA1377667	Paenibacillus sp. ALE1	ALE1	PACBIO_SMRT	Revio	17325789952	2098055	WGS	GENOMIC	SINGLE	DNA-Seq of Paenibacillus sp. strain ALE1
SRR36399347	SRX31426988	SRS27409702	SRP654172	PRJNA1377667	Paenibacillus sp. SEL3	SEL3	PACBIO_SMRT	Revio	17230475792	2056487	WGS	GENOMIC	SINGLE	DNA-Seq of Paenibacillus sp. strain SEL3
SRR36399348	SRX31426987	SRS27409701	SRP654172	PRJNA1377667	Paenibacillus sp. SEL2	SEL2	PACBIO_SMRT	Revio	16495110596	1695915	WGS	GENOMIC	SINGLE	DNA-Seq of Paenibacillus sp. strain SEL2
SRR36399349	SRX31426986	SRS27409700	SRP654172	PRJNA1377667	Paenibacillus sp. SEL1	SEL1	PACBIO_SMRT	Revio	16115736581	1659624	WGS	GENOMIC	SINGLE	DNA-Seq of Paenibacillus sp. strain SEL1
DRR888681	DRX866588	DRS604913	DRP016231	PRJDB38050	Mesoterricola sp. JemC181	JemC181	PACBIO_SMRT	Revio	248738522	30143	WGS	GENOMIC	SINGLE	Revio sequencing of SAMD01708873
DRR878427	DRX856334	DRS603541	DRP016150	PRJDB37315	Agathobaculum butyriciproducens	SR79	PACBIO_SMRT	PacBio RS II	995040804	282574	WGS	GENOMIC	PAIRED	PacBio RS II single Sequencing of KAS24093259 (KAS24093259) (KAE24065456)
DRR831584	DRX809907	DRS580052	DRP015605	PRJDB39031	Bacillus paranthracis	Qf_1A	PACBIO_SMRT	Sequel II	2739915976	186476	WGS	GENOMIC	SINGLE	BpQf_1A (CRX1903768; CRA028862)
DRR817611	DRX796037	DRS578483	DRP015579	PRJDB38835	Escherichia coli	Enterobacteriaceae	PACBIO_SMRT	Sequel	2206018200	14706788	WGS	GENOMIC	SINGLE	E25-LFH14534_L1_2.fq (CRX1829834; CRA027564)
DRR817610	DRX796036	DRS578482	DRP015579	PRJDB38835	Escherichia coli	Enterobacteriaceae	PACBIO_SMRT	Sequel	2206018200	14706788	WGS	GENOMIC	SINGLE	E25-LFH14534_L1_1.fq (CRX1829833; CRA027564)
SRR36343504	SRX31373725	SRS27347468	SRP652077	PRJNA1336418	Weissella cibaria	XN-2a	PACBIO_SMRT	Sequel IIe	1136688438	3763869	WGS	GENOMIC	SINGLE	Weissella cibaria isolated from fish
SRR36329064	SRX31359779	SRS27333897	SRP651786	PRJNA947740	Gordonia sihwensis	RL-BY03	PACBIO_SMRT	PacBio RS II	381692984	42696	WGS	GENOMIC	SINGLE	Complete genome analysis of a PAEs-degrading marine bacterium Gordonia sihwensis RL-BY03 from Zhanjiang Bay, China
SRR36323164	SRX31354815	SRS26710243	SRP518672	PRJNA1133624	Pseudomonas aeruginosa	ARGA00576	PACBIO_SMRT	Revio	427419243	45264	WGS	GENOMIC	SINGLE	WGS of ARGA00576
DRR594398	DRX574945	DRS566224	DRP015300	PRJDB18582	Campylobacter jejuni subsp. jejuni	IFTK363	PACBIO_SMRT	Sequel II	581192690	100639	WGS	GENOMIC	SINGLE	Sequel II sequencing of SAMD00817495
DRR594397	DRX574944	DRS566223	DRP015300	PRJDB18582	Campylobacter jejuni subsp. jejuni	IFTK360	PACBIO_SMRT	Revio	2450127978	247671	WGS	GENOMIC	SINGLE	Revio sequencing of SAMD00817494
DRR594396	DRX574943	DRS566222	DRP015300	PRJDB18582	Campylobacter jejuni subsp. jejuni	IFTK346	PACBIO_SMRT	Revio	2937532709	284688	WGS	GENOMIC	SINGLE	Revio sequencing of SAMD00817493
DRR594395	DRX574942	DRS566221	DRP015300	PRJDB18582	Campylobacter jejuni subsp. jejuni	IFTK345	PACBIO_SMRT	Sequel II	644408745	104364	WGS	GENOMIC	SINGLE	Sequel II sequencing of SAMD00817492
DRR594394	DRX574941	DRS566220	DRP015300	PRJDB18582	Campylobacter jejuni subsp. jejuni	IFTK332	PACBIO_SMRT	Revio	2779913465	263930	WGS	GENOMIC	SINGLE	Revio sequencing of SAMD00817491
DRR594393	DRX574940	DRS566219	DRP015300	PRJDB18582	Campylobacter jejuni	IFTK323	PACBIO_SMRT	Revio	2735764669	265719	WGS	GENOMIC	SINGLE	Revio sequencing of SAMD00817490
DRR594392	DRX574939	DRS566218	DRP015300	PRJDB18582	Campylobacter jejuni	IFTK319	PACBIO_SMRT	Revio	3133017663	286792	WGS	GENOMIC	SINGLE	Revio sequencing of SAMD00817489
DRR594391	DRX574938	DRS566217	DRP015300	PRJDB18582	Campylobacter jejuni subsp. jejuni	IFTK312	PACBIO_SMRT	Revio	3091909560	296637	WGS	GENOMIC	SINGLE	Revio sequencing of SAMD00817488
DRR594390	DRX574937	DRS566216	DRP015300	PRJDB18582	Campylobacter jejuni	IFTK307	PACBIO_SMRT	Revio	2659012088	240516	WGS	GENOMIC	SINGLE	Revio sequencing of SAMD00817487
DRR594389	DRX574936	DRS566215	DRP015300	PRJDB18582	Campylobacter jejuni subsp. jejuni	IFTK290	PACBIO_SMRT	Revio	2462510863	232290	WGS	GENOMIC	SINGLE	Revio sequencing of SAMD00817486
DRR594388	DRX574935	DRS566214	DRP015300	PRJDB18582	Campylobacter jejuni subsp. jejuni	IFTK285	PACBIO_SMRT	Revio	2849265134	275725	WGS	GENOMIC	SINGLE	Revio sequencing of SAMD00817485
DRR594387	DRX574934	DRS566213	DRP015300	PRJDB18582	Campylobacter jejuni subsp. jejuni	IFTK271	PACBIO_SMRT	Revio	3032392390	284721	WGS	GENOMIC	SINGLE	Revio sequencing of SAMD00817484
DRR594386	DRX574933	DRS566212	DRP015300	PRJDB18582	Campylobacter jejuni subsp. jejuni	IFTK252	PACBIO_SMRT	Sequel II	916289555	143044	WGS	GENOMIC	SINGLE	Sequel II sequencing of SAMD00817483
DRR594385	DRX574932	DRS566211	DRP015300	PRJDB18582	Campylobacter jejuni subsp. jejuni	IFTK238	PACBIO_SMRT	Revio	2875070294	265221	WGS	GENOMIC	SINGLE	Revio sequencing of SAMD00817482
DRR594384	DRX574931	DRS566210	DRP015300	PRJDB18582	Campylobacter jejuni subsp. jejuni	IFTK217	PACBIO_SMRT	Revio	3483531951	343282	WGS	GENOMIC	SINGLE	Revio sequencing of SAMD00817481
DRR594383	DRX574930	DRS566209	DRP015300	PRJDB18582	Campylobacter jejuni subsp. jejuni	IFTK207	PACBIO_SMRT	Sequel II	372878814	71601	WGS	GENOMIC	SINGLE	Sequel II sequencing of SAMD00817480
DRR594382	DRX574929	DRS566208	DRP015300	PRJDB18582	Campylobacter jejuni subsp. jejuni	IFTK197	PACBIO_SMRT	Revio	3304738077	332471	WGS	GENOMIC	SINGLE	Revio sequencing of SAMD00817479
DRR594381	DRX574928	DRS566207	DRP015300	PRJDB18582	Campylobacter jejuni subsp. jejuni	IFTK189	PACBIO_SMRT	Sequel II	2445409562	294390	WGS	GENOMIC	SINGLE	Sequel II sequencing of SAMD00817478
DRR594380	DRX574927	DRS566206	DRP015300	PRJDB18582	Campylobacter jejuni subsp. jejuni	IFTK146	PACBIO_SMRT	Sequel II	2172589430	239721	WGS	GENOMIC	SINGLE	Sequel II sequencing of SAMD00817477
DRR594379	DRX574926	DRS566205	DRP015300	PRJDB18582	Campylobacter jejuni	IFTK99	PACBIO_SMRT	Revio	3294784339	320786	WGS	GENOMIC	SINGLE	Revio sequencing of SAMD00817476
DRR594378	DRX574925	DRS566204	DRP015300	PRJDB18582	Campylobacter jejuni subsp. jejuni	IFTK96	PACBIO_SMRT	Revio	3055717315	318750	WGS	GENOMIC	SINGLE	Revio sequencing of SAMD00817475
DRR594377	DRX574924	DRS566203	DRP015300	PRJDB18582	Campylobacter jejuni subsp. jejuni	IFTK93	PACBIO_SMRT	Revio	3060332486	306381	WGS	GENOMIC	SINGLE	Revio sequencing of SAMD00817474
DRR594376	DRX574923	DRS566202	DRP015300	PRJDB18582	Campylobacter jejuni subsp. jejuni	IFTK87	PACBIO_SMRT	Sequel II	1679982546	198831	WGS	GENOMIC	SINGLE	Sequel II sequencing of SAMD00817473
DRR594375	DRX574922	DRS566201	DRP015300	PRJDB18582	Campylobacter jejuni subsp. jejuni	IFTK83	PACBIO_SMRT	Revio	2496161198	240463	WGS	GENOMIC	SINGLE	Revio sequencing of SAMD00817472
DRR594374	DRX574921	DRS566200	DRP015300	PRJDB18582	Campylobacter jejuni	IFTK80	PACBIO_SMRT	Revio	2783915551	270016	WGS	GENOMIC	SINGLE	Revio sequencing of SAMD00817471
DRR594373	DRX574920	DRS566199	DRP015300	PRJDB18582	Campylobacter jejuni	IFTK60	PACBIO_SMRT	Revio	2516133859	230889	WGS	GENOMIC	SINGLE	Revio sequencing of SAMD00817470
DRR594372	DRX574919	DRS566198	DRP015300	PRJDB18582	Campylobacter jejuni subsp. jejuni	IFTK36	PACBIO_SMRT	Revio	4459834783	411572	WGS	GENOMIC	SINGLE	Revio sequencing of SAMD00817469
DRR594371	DRX574918	DRS566197	DRP015300	PRJDB18582	Campylobacter jejuni	IFTK33	PACBIO_SMRT	Revio	3109218391	304903	WGS	GENOMIC	SINGLE	Revio sequencing of SAMD00817468
DRR594370	DRX574917	DRS566196	DRP015300	PRJDB18582	Campylobacter jejuni	IFTK5	PACBIO_SMRT	Revio	3351810817	300205	WGS	GENOMIC	SINGLE	Revio sequencing of SAMD00817467
DRR594369	DRX574916	DRS566195	DRP015300	PRJDB18582	Campylobacter jejuni subsp. jejuni	NADC5096	PACBIO_SMRT	Sequel II	343789975	65460	WGS	GENOMIC	SINGLE	Sequel II sequencing of SAMD00817466
DRR594368	DRX574915	DRS566194	DRP015300	PRJDB18582	Campylobacter jejuni subsp. jejuni	ULB527	PACBIO_SMRT	Sequel II	940161491	143096	WGS	GENOMIC	SINGLE	Sequel II sequencing of SAMD00817465
DRR594367	DRX574914	DRS566193	DRP015300	PRJDB18582	Campylobacter jejuni subsp. jejuni	UBB527	PACBIO_SMRT	Sequel II	739186435	121825	WGS	GENOMIC	SINGLE	Sequel II sequencing of SAMD00817464
DRR594366	DRX574913	DRS566192	DRP015300	PRJDB18582	Campylobacter jejuni	LA525	PACBIO_SMRT	Sequel II	534710258	94838	WGS	GENOMIC	SINGLE	Sequel II sequencing of SAMD00817463
DRR594365	DRX574912	DRS566191	DRP015300	PRJDB18582	Campylobacter jejuni subsp. jejuni	IA525	PACBIO_SMRT	Sequel II	962971563	144102	WGS	GENOMIC	SINGLE	Sequel II sequencing of SAMD00817462
DRR594364	DRX574911	DRS566190	DRP015300	PRJDB18582	Campylobacter jejuni	BB520	PACBIO_SMRT	Sequel II	657115955	104288	WGS	GENOMIC	SINGLE	Sequel II sequencing of SAMD00817461
SRR36294272	SRX31326872	SRS27300141	SRP651130	PRJNA1363710	Methylomonas sp. YC3	YC3	PACBIO_SMRT	Sequel IIe	676613173	59809	WGS	GENOMIC	SINGLE	PacBio Sequel IIe HiFi long-read sequencing of Methylomonas sp. YC3
DRR594254	DRX574801	DRS564042	DRP015232	PRJDB18754	Neobacillus sp. S1227	S1227	PACBIO_SMRT	Revio	247083248	26660	WGS	GENOMIC	SINGLE	Revio sequencing of SAMD00818482
DRR575982	DRX559447	DRS564044	DRP015234	PRJDB18190	Ochrobactrum quorumnocens	B44	PACBIO_SMRT	Revio	244625255	21086	WGS	GENOMIC	SINGLE	Revio sequencing of SAMD00790299
DRR594253	DRX574800	DRS564041	DRP015232	PRJDB18754	Neobacillus sp. S1115	S1115	PACBIO_SMRT	Revio	247577207	24829	WGS	GENOMIC	SINGLE	Revio sequencing of SAMD00818481
DRR575981	DRX559446	DRS564043	DRP015233	PRJDB18191	Neobacillus sp. B24	B24	PACBIO_SMRT	Revio	243737771	23100	WGS	GENOMIC	SINGLE	Revio sequencing of SAMD00790298
DRR793359	DRX772007	SRS27247860			Nonomuraea sp. B208	B208	PACBIO_SMRT	Revio	247948232	32022	WGS	GENOMIC	SINGLE	Revio sequencing of SAMD01704683
SRR36232402	SRX31267792	SRS27245712	SRP649811	PRJNA1137091	Clostridium sp. BJN0013	BJN0013	PACBIO_SMRT	Sequel II	4943300232	471888	WGS	GENOMIC	PAIRED	Genome sequencing of Clostridium sp. BJN0013: raw sequencing read
ERR15954723	ERX15350086	ERS27947570	ERP183034	PRJEB101632	Brucella intermedia		PACBIO_SMRT	Sequel	196320840	17117	WGS	GENOMIC	SINGLE	Sequel sequencing
ERR15954719	ERX15350082	ERS27947566	ERP183034	PRJEB101632	Agrobacterium deltaense		PACBIO_SMRT	Sequel	199575120	17152	WGS	GENOMIC	SINGLE	Sequel sequencing
ERR15954749	ERX15350112	ERS27947601	ERP183034	PRJEB101632	Serratia marcescens		PACBIO_SMRT	Sequel	208847080	18180	WGS	GENOMIC	SINGLE	Sequel sequencing
ERR15954750	ERX15350113	ERS27947602	ERP183034	PRJEB101632	Mammaliicoccus vitulinus		PACBIO_SMRT	Sequel	100322288	8752	WGS	GENOMIC	SINGLE	Sequel sequencing
ERR15954728	ERX15350091	ERS27947577	ERP183034	PRJEB101632	Microbacterium barkeri		PACBIO_SMRT	Sequel	139582800	11772	WGS	GENOMIC	SINGLE	Sequel sequencing
ERR15954743	ERX15350106	ERS27947595	ERP183034	PRJEB101632	Pseudomonas asiatica		PACBIO_SMRT	Sequel	244109240	20509	WGS	GENOMIC	SINGLE	Sequel sequencing
ERR15954725	ERX15350088	ERS27947573	ERP183034	PRJEB101632	Brucella intermedia		PACBIO_SMRT	Sequel	196339720	17195	WGS	GENOMIC	SINGLE	Sequel sequencing
ERR15954721	ERX15350084	ERS27947568	ERP183034	PRJEB101632	Bacillus subtilis		PACBIO_SMRT	Sequel	167769200	14122	WGS	GENOMIC	SINGLE	Sequel sequencing
ERR15954741	ERX15350104	ERS27947592	ERP183034	PRJEB101632	Priestia filamentosa		PACBIO_SMRT	Sequel	217729360	18317	WGS	GENOMIC	SINGLE	Sequel sequencing
ERR15954720	ERX15350083	ERS27947567	ERP183034	PRJEB101632	Bacillus paralicheniformis		PACBIO_SMRT	Sequel	177224400	14898	WGS	GENOMIC	SINGLE	Sequel sequencing
ERR15954744	ERX15350107	ERS27947596	ERP183034	PRJEB101632	Serratia marcescens		PACBIO_SMRT	Sequel	208755720	17974	WGS	GENOMIC	SINGLE	Sequel sequencing
ERR15954738	ERX15350101	ERS27947589	ERP183034	PRJEB101632	Microbacterium sp. JZ31		PACBIO_SMRT	Sequel	127776720	10780	WGS	GENOMIC	SINGLE	Sequel sequencing
ERR15954751	ERX15350114	ERS27947603	ERP183034	PRJEB101632	Staphylococcus warneri		PACBIO_SMRT	Sequel	104311960	9690	WGS	GENOMIC	SINGLE	Sequel sequencing
ERR15954742	ERX15350105	ERS27947593	ERP183034	PRJEB101632	Pseudomonas asiatica		PACBIO_SMRT	Sequel	240181021	20830	WGS	GENOMIC	SINGLE	Sequel sequencing
ERR15954727	ERX15350090	ERS27947576	ERP183034	PRJEB101632	Halomonas caseinilytica		PACBIO_SMRT	Sequel	139626800	11776	WGS	GENOMIC	SINGLE	Sequel sequencing
ERR15954736	ERX15350099	ERS27947587	ERP183034	PRJEB101632	Arthrobacter sp. QXT-31		PACBIO_SMRT	Sequel	132282280	11154	WGS	GENOMIC	SINGLE	Sequel sequencing
ERR15954722	ERX15350085	ERS27947569	ERP183034	PRJEB101632	Bacillus vallismortis		PACBIO_SMRT	Sequel	156628280	13654	WGS	GENOMIC	SINGLE	Sequel sequencing
