srr_accession	srx_accession	srs_accession	srp_accession	bioproject	organism	strain	platform	instrument	total_bases	total_spots	library_strategy	library_source	library_layout	title
SRR34973682	SRX30093161	SRS26158006	SRP608514	PRJNA1305037	Enterobacter hormaechei	MI_KPC_491	OXFORD_NANOPORE	PromethION	433184051.0	99517.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973684	SRX30093159	SRS26158012	SRP608514	PRJNA1305037	Klebsiella variicola	MI_KPC_666	OXFORD_NANOPORE	PromethION	500003731.0	42686.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973686	SRX30093157	SRS26158011	SRP608514	PRJNA1305037	Citrobacter freundii	MI_KPC_665	OXFORD_NANOPORE	PromethION	344758586.0	60544.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973692	SRX30093151	SRS26158005	SRP608514	PRJNA1305037	Klebsiella pneumoniae	MI_KPC_66	OXFORD_NANOPORE	PromethION	384371660.0	42368.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973696	SRX30093147	SRS26158003	SRP608514	PRJNA1305037	Enterobacter hormaechei	MI_KPC_658	OXFORD_NANOPORE	PromethION	86246894.0	9863.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973699	SRX30093144	SRS26158002	SRP608514	PRJNA1305037	Klebsiella michiganensis	MI_KPC_656	OXFORD_NANOPORE	PromethION	500001284.0	45695.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973701	SRX30093142	SRS26157616	SRP608514	PRJNA1305037	Enterobacter hormaechei	MI_KPC_655	OXFORD_NANOPORE	PromethION	500002849.0	55481.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973702	SRX30093141	SRS26157994	SRP608514	PRJNA1305037	Klebsiella pneumoniae	MI_KPC_479	OXFORD_NANOPORE	PromethION	500001575.0	37017.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973704	SRX30093139	SRS26157999	SRP608514	PRJNA1305037	Klebsiella michiganensis	MI_KPC_551	OXFORD_NANOPORE	PromethION	435540207.0	64145.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973708	SRX30093135	SRS26157996	SRP608514	PRJNA1305037	Enterobacter hormaechei	MI_KPC_549	OXFORD_NANOPORE	PromethION	500003111.0	66303.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973710	SRX30093133	SRS26157995	SRP608514	PRJNA1305037	Enterobacter hormaechei	MI_KPC_548	OXFORD_NANOPORE	PromethION	403289899.0	66107.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973712	SRX30093131	SRS26157993	SRP608514	PRJNA1305037	Klebsiella pneumoniae	MI_KPC_547	OXFORD_NANOPORE	PromethION	404348506.0	73213.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973716	SRX30093127	SRS26157991	SRP608514	PRJNA1305037	Klebsiella pneumoniae	MI_KPC_545	OXFORD_NANOPORE	PromethION	500000717.0	41445.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973718	SRX30093125	SRS26157990	SRP608514	PRJNA1305037	Klebsiella pneumoniae	MI_KPC_544	OXFORD_NANOPORE	PromethION	500003076.0	46927.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973721	SRX30093122	SRS26157988	SRP608514	PRJNA1305037	Klebsiella pneumoniae	MI_KPC_542	OXFORD_NANOPORE	PromethION	500002203.0	74140.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973724	SRX30093119	SRS26157813	SRP608514	PRJNA1305037	Klebsiella pneumoniae	MI_KPC_478	OXFORD_NANOPORE	PromethION	400276868.0	100093.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973725	SRX30093118	SRS26157986	SRP608514	PRJNA1305037	Klebsiella pneumoniae	MI_KPC_540	OXFORD_NANOPORE	PromethION	377089602.0	72644.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973729	SRX30093114	SRS26157983	SRP608514	PRJNA1305037	Klebsiella pneumoniae	MI_KPC_538	OXFORD_NANOPORE	PromethION	327026687.0	31003.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973731	SRX30093112	SRS26157982	SRP608514	PRJNA1305037	Escherichia coli	MI_KPC_537	OXFORD_NANOPORE	PromethION	500002573.0	61042.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973736	SRX30093107	SRS26157979	SRP608514	PRJNA1305037	Klebsiella pneumoniae	MI_KPC_533	OXFORD_NANOPORE	PromethION	500017532.0	26586.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973738	SRX30093105	SRS26157978	SRP608514	PRJNA1305037	Escherichia coli	MI_KPC_532	OXFORD_NANOPORE	PromethION	500001729.0	50658.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973740	SRX30093103	SRS26157977	SRP608514	PRJNA1305037	Escherichia coli	MI_KPC_987	OXFORD_NANOPORE	PromethION	266135513.0	62304.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973741	SRX30093102	SRS26157970	SRP608514	PRJNA1305037	Klebsiella aerogenes	MI_KPC_523	OXFORD_NANOPORE	PromethION	500005453.0	61367.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973744	SRX30093099	SRS26157975	SRP608514	PRJNA1305037	Serratia ureilytica	MI_KPC_985	OXFORD_NANOPORE	PromethION	339149744.0	73285.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973746	SRX30093097	SRS26157974	SRP608514	PRJNA1305037	Enterobacter hormaechei	MI_KPC_984	OXFORD_NANOPORE	PromethION	500004026.0	32146.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973748	SRX30093095	SRS26157973	SRP608514	PRJNA1305037	Enterobacter hormaechei	MI_KPC_983	OXFORD_NANOPORE	PromethION	500001052.0	72305.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973757	SRX30093086	SRS26157965	SRP608514	PRJNA1305037	Klebsiella pneumoniae	MI_KPC_978	OXFORD_NANOPORE	PromethION	281801606.0	75282.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973759	SRX30093084	SRS26157964	SRP608514	PRJNA1305037	Raoultella ornithinolytica	MI_KPC_977	OXFORD_NANOPORE	PromethION	500001492.0	34694.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973761	SRX30093082	SRS26157963	SRP608514	PRJNA1305037	Enterobacter asburiae	MI_KPC_976	OXFORD_NANOPORE	PromethION	336931733.0	54233.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973763	SRX30093080	SRS26157962	SRP608514	PRJNA1305037	Citrobacter freundii	MI_KPC_975	OXFORD_NANOPORE	PromethION	500004194.0	62922.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973764	SRX30093079	SRS26157551	SRP608514	PRJNA1305037	Klebsiella pneumoniae	MI_KPC_522	OXFORD_NANOPORE	PromethION	500002677.0	37000.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973766	SRX30093077	SRS26157961	SRP608514	PRJNA1305037	Citrobacter freundii	MI_KPC_974	OXFORD_NANOPORE	PromethION	500001874.0	56074.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973768	SRX30093075	SRS26157960	SRP608514	PRJNA1305037	Klebsiella pneumoniae	MI_KPC_973	OXFORD_NANOPORE	PromethION	500001429.0	50544.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973509	SRX30093072	SRS26157958	SRP608514	PRJNA1305037	Raoultella ornithinolytica	MI_KPC_936	OXFORD_NANOPORE	PromethION	95482120.0	14076.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973773	SRX30093070	SRS26157957	SRP608514	PRJNA1305037	Klebsiella pneumoniae	MI_KPC_935	OXFORD_NANOPORE	PromethION	500003449.0	49489.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973778	SRX30093065	SRS26157947	SRP608514	PRJNA1305037	Klebsiella pneumoniae	MI_KPC_519	OXFORD_NANOPORE	PromethION	500007656.0	68853.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973780	SRX30093063	SRS26157952	SRP608514	PRJNA1305037	Enterobacter hormaechei	MI_KPC_930	OXFORD_NANOPORE	PromethION	206481934.0	24434.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973783	SRX30093060	SRS26157950	SRP608514	PRJNA1305037	Escherichia coli	MI_KPC_929	OXFORD_NANOPORE	PromethION	500010837.0	72782.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973786	SRX30093057	SRS26157948	SRP608514	PRJNA1305037	Raoultella ornithinolytica	MI_KPC_927	OXFORD_NANOPORE	PromethION	457975348.0	91016.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973792	SRX30093051	SRS26157943	SRP608514	PRJNA1305037	Citrobacter farmeri	MI_KPC_923	OXFORD_NANOPORE	PromethION	500002308.0	58672.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973794	SRX30093049	SRS26157942	SRP608514	PRJNA1305037	Enterobacter hormaechei	MI_KPC_922	OXFORD_NANOPORE	PromethION	500000432.0	83346.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973798	SRX30093045	SRS26157939	SRP608514	PRJNA1305037	Enterobacter hormaechei	MI_KPC_92	OXFORD_NANOPORE	PromethION	500000780.0	67644.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973800	SRX30093043	SRS26157525	SRP608514	PRJNA1305037	Escherichia coli	MI_KPC_518	OXFORD_NANOPORE	PromethION	500017606.0	43630.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973801	SRX30093042	SRS26157497	SRP608514	PRJNA1305037	Klebsiella pneumoniae	MI_KPC_475	OXFORD_NANOPORE	PromethION	500006820.0	26775.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973183	SRX30093040	SRS26157936	SRP608514	PRJNA1305037	Klebsiella pneumoniae	MI_KPC_882	OXFORD_NANOPORE	PromethION	500000277.0	63126.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973806	SRX30093036	SRS26157934	SRP608514	PRJNA1305037	Escherichia coli	MI_KPC_880	OXFORD_NANOPORE	PromethION	500003557.0	72594.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973808	SRX30093034	SRS26157933	SRP608514	PRJNA1305037	Citrobacter freundii	MI_KPC_88	OXFORD_NANOPORE	PromethION	500003120.0	37994.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973810	SRX30093032	SRS26157932	SRP608514	PRJNA1305037	Klebsiella pneumoniae	MI_KPC_879	OXFORD_NANOPORE	PromethION	500000011.0	76177.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973812	SRX30093030	SRS26157931	SRP608514	PRJNA1305037	Enterobacter hormaechei	MI_KPC_878	OXFORD_NANOPORE	PromethION	345061830.0	38217.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973814	SRX30093028	SRS26157924	SRP608514	PRJNA1305037	Enterobacter hormaechei	MI_KPC_511	OXFORD_NANOPORE	PromethION	500007078.0	18895.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973815	SRX30093027	SRS26157930	SRP608514	PRJNA1305037	Enterobacter hormaechei	MI_KPC_877	OXFORD_NANOPORE	PromethION	500004852.0	60228.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973818	SRX30093024	SRS26157928	SRP608514	PRJNA1305037	Enterobacter hormaechei	MI_KPC_875	OXFORD_NANOPORE	PromethION	500002877.0	59308.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973821	SRX30093021	SRS26157926	SRP608514	PRJNA1305037	Escherichia coli	MI_KPC_873	OXFORD_NANOPORE	PromethION	500002904.0	93453.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973824	SRX30093018	SRS26157923	SRP608514	PRJNA1305037	Klebsiella pneumoniae	MI_KPC_871	OXFORD_NANOPORE	PromethION	477930875.0	77155.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973828	SRX30093014	SRS26157921	SRP608514	PRJNA1305037	Escherichia coli	MI_KPC_87	OXFORD_NANOPORE	PromethION	464723462.0	66852.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973830	SRX30093012	SRS26157920	SRP608514	PRJNA1305037	Klebsiella pneumoniae	MI_KPC_869	OXFORD_NANOPORE	PromethION	500000871.0	47460.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973832	SRX30093010	SRS26157919	SRP608514	PRJNA1305037	Klebsiella pneumoniae	MI_KPC_868	OXFORD_NANOPORE	PromethION	190844022.0	26516.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973540	SRX30093008	SRS26157918	SRP608514	PRJNA1305037	Enterobacter hormaechei	MI_KPC_803	OXFORD_NANOPORE	PromethION	500000729.0	42116.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973836	SRX30093006	SRS26157917	SRP608514	PRJNA1305037	Klebsiella pneumoniae	MI_KPC_802	OXFORD_NANOPORE	PromethION	353832861.0	57352.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973839	SRX30093003	SRS26157915	SRP608514	PRJNA1305037	Enterobacter hormaechei	MI_KPC_800	OXFORD_NANOPORE	PromethION	296851978.0	29654.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973844	SRX30092998	SRS26157912	SRP608514	PRJNA1305037	Klebsiella pneumoniae	MI_KPC_799	OXFORD_NANOPORE	PromethION	500000028.0	96713.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973850	SRX30092992	SRS26157907	SRP608514	PRJNA1305037	Enterobacter hormaechei	MI_KPC_793	OXFORD_NANOPORE	PromethION	500000780.0	39711.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973852	SRX30092990	SRS26157905	SRP608514	PRJNA1305037	Enterobacter roggenkampii	MI_KPC_792	OXFORD_NANOPORE	PromethION	252119810.0	32647.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973866	SRX30092977	SRS26157895	SRP608514	PRJNA1305037	Enterobacter hormaechei	MI_KPC_743	OXFORD_NANOPORE	PromethION	500001652.0	68398.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973868	SRX30092975	SRS26157894	SRP608514	PRJNA1305037	Klebsiella pneumoniae	MI_KPC_742	OXFORD_NANOPORE	PromethION	438747614.0	67361.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973869	SRX30092974	SRS26157887	SRP608514	PRJNA1305037	Enterobacter kobei	MI_KPC_50	OXFORD_NANOPORE	PromethION	500004650.0	41012.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973871	SRX30092972	SRS26157893	SRP608514	PRJNA1305037	Klebsiella pneumoniae	MI_KPC_741	OXFORD_NANOPORE	PromethION	500003778.0	40783.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973873	SRX30092970	SRS26157892	SRP608514	PRJNA1305037	Citrobacter freundii	MI_KPC_740	OXFORD_NANOPORE	PromethION	415692585.0	81210.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973879	SRX30092964	SRS26157884	SRP608514	PRJNA1305037	Klebsiella pneumoniae	MI_KPC_736	OXFORD_NANOPORE	PromethION	500006441.0	50989.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973884	SRX30092959	SRS26157883	SRP608514	PRJNA1305037	Enterobacter roggenkampii	MI_KPC_733	OXFORD_NANOPORE	PromethION	230185527.0	30593.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973886	SRX30092957	SRS26157882	SRP608514	PRJNA1305037	Klebsiella michiganensis	MI_KPC_732	OXFORD_NANOPORE	PromethION	500017534.0	32842.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973892	SRX30092951	SRS26157877	SRP608514	PRJNA1305037	Klebsiella pneumoniae	MI_KPC_729	OXFORD_NANOPORE	PromethION	500003683.0	39515.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973895	SRX30092948	SRS26157875	SRP608514	PRJNA1305037	Klebsiella pneumoniae	MI_KPC_727	OXFORD_NANOPORE	PromethION	441132707.0	73408.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973897	SRX30092946	SRS26157874	SRP608514	PRJNA1305037	Raoultella ornithinolytica	MI_KPC_692	OXFORD_NANOPORE	PromethION	470246925.0	112701.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973900	SRX30092943	SRS26157872	SRP608514	PRJNA1305037	Klebsiella pneumoniae	MI_KPC_690	OXFORD_NANOPORE	PromethION	500000789.0	110672.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973903	SRX30092940	SRS26157870	SRP608514	PRJNA1305037	Klebsiella pneumoniae	MI_KPC_689	OXFORD_NANOPORE	PromethION	500001969.0	41429.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973905	SRX30092938	SRS26157869	SRP608514	PRJNA1305037	Klebsiella pneumoniae	MI_KPC_688	OXFORD_NANOPORE	PromethION	500001536.0	76420.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973907	SRX30092936	SRS26157863	SRP608514	PRJNA1305037	Raoultella ornithinolytica	MI_KPC_493	OXFORD_NANOPORE	PromethION	386520690.0	101646.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973908	SRX30092935	SRS26157868	SRP608514	PRJNA1305037	Klebsiella pneumoniae	MI_KPC_686	OXFORD_NANOPORE	PromethION	461447356.0	145265.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973910	SRX30092933	SRS26157867	SRP608514	PRJNA1305037	Klebsiella pneumoniae	MI_KPC_685	OXFORD_NANOPORE	PromethION	92041288.0	7331.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973912	SRX30092931	SRS26157866	SRP608514	PRJNA1305037	Enterobacter hormaechei	MI_KPC_684	OXFORD_NANOPORE	PromethION	500002078.0	69199.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973914	SRX30092929	SRS26157865	SRP608514	PRJNA1305037	Klebsiella pneumoniae	MI_KPC_683	OXFORD_NANOPORE	PromethION	500004063.0	13095.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973916	SRX30092927	SRS26157864	SRP608514	PRJNA1305037	Klebsiella pneumoniae	MI_KPC_682	OXFORD_NANOPORE	PromethION	500004347.0	41084.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973921	SRX30092922	SRS26157858	SRP608514	PRJNA1305037	Escherichia coli	MI_KPC_68	OXFORD_NANOPORE	PromethION	500004881.0	62500.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973928	SRX30092915	SRS26157854	SRP608514	PRJNA1305037	Enterobacter hormaechei	MI_KPC_639	OXFORD_NANOPORE	PromethION	333027983.0	59419.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973931	SRX30092912	SRS26157850	SRP608514	PRJNA1305037	Klebsiella pneumoniae	MI_KPC_637	OXFORD_NANOPORE	PromethION	500000451.0	34111.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973936	SRX30092907	SRS26157849	SRP608514	PRJNA1305037	Klebsiella aerogenes	MI_KPC_634	OXFORD_NANOPORE	PromethION	500000328.0	65525.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973938	SRX30092905	SRS26157848	SRP608514	PRJNA1305037	Klebsiella pneumoniae	MI_KPC_633	OXFORD_NANOPORE	PromethION	312278823.0	53402.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973940	SRX30092903	SRS26157847	SRP608514	PRJNA1305037	Enterobacter cloacae	MI_KPC_632	OXFORD_NANOPORE	PromethION	500003296.0	78722.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973942	SRX30092901	SRS26157846	SRP608514	PRJNA1305037	Escherichia coli	MI_KPC_630	OXFORD_NANOPORE	PromethION	236880586.0	43706.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973943	SRX30092900	SRS26157841	SRP608514	PRJNA1305037	Klebsiella pneumoniae	MI_KPC_488	OXFORD_NANOPORE	PromethION	493326934.0	80650.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973945	SRX30092898	SRS26157845	SRP608514	PRJNA1305037	Enterobacter hormaechei	MI_KPC_629	OXFORD_NANOPORE	PromethION	500001966.0	55360.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973948	SRX30092895	SRS26157842	SRP608514	PRJNA1305037	Citrobacter amalonaticus	MI_KPC_627	OXFORD_NANOPORE	PromethION	500001132.0	83634.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973951	SRX30092892	SRS26157840	SRP608514	PRJNA1305037	Klebsiella michiganensis	MI_KPC_625	OXFORD_NANOPORE	PromethION	500000584.0	78212.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973953	SRX30092890	SRS26157839	SRP608514	PRJNA1305037	Enterobacter hormaechei	MI_KPC_624	OXFORD_NANOPORE	PromethION	500009290.0	34930.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973956	SRX30092887	SRS26157838	SRP608514	PRJNA1305037	Klebsiella pneumoniae	MI_KPC_623	OXFORD_NANOPORE	PromethION	468580652.0	97713.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973959	SRX30092884	SRS26157835	SRP608514	PRJNA1305037	Enterobacter roggenkampii	MI_KPC_59	OXFORD_NANOPORE	PromethION	500001316.0	82979.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973966	SRX30092878	SRS26157831	SRP608514	PRJNA1305037	Klebsiella michiganensis	MI_KPC_585	OXFORD_NANOPORE	PromethION	500000599.0	87033.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973970	SRX30092874	SRS26157828	SRP608514	PRJNA1305037	Enterobacter kobei	MI_KPC_583	OXFORD_NANOPORE	PromethION	500000242.0	61239.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973973	SRX30092871	SRS26157826	SRP608514	PRJNA1305037	Enterobacter hormaechei	MI_KPC_581	OXFORD_NANOPORE	PromethION	500000920.0	79207.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973978	SRX30092866	SRS26157822	SRP608514	PRJNA1305037	Klebsiella pneumoniae	MI_KPC_578	OXFORD_NANOPORE	PromethION	500002829.0	52015.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973981	SRX30092863	SRS26157820	SRP608514	PRJNA1305037	Escherichia coli	MI_KPC_577	OXFORD_NANOPORE	PromethION	500005182.0	46841.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
SRR34973983	SRX30092861	SRS26157819	SRP608514	PRJNA1305037	Escherichia coli	MI_KPC_576	OXFORD_NANOPORE	PromethION	500002022.0	59104.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
